description,points,price,state,region,variety
"This low-alcohol (10.4%) dessert wine, finished with 11% residual sugar, is absolutely spot-on. Layers of textural detail amplify the concentrated core of lemon drop and candied orange, and an orange pekoe tea character adds still more flavor interest through the finish.",92,19,Washington,Rattlesnake Hills,Sauvignon Blanc
"Iron Horse has one of the most consistent Viognier records in California, with a style all their own. From their mountain vineyard in Alexander Valley, the '06 shows tremendous balance, with an exciting tension between dry, minerally acidity and Viognier's exotic fruit and wildflower flavors. The wine was stainless-steel fermented and did not undergo malolactic fermentation, which helps account for the cleanliness.",92,26,California,Alexander Valley,Viognier
"This bottling continues to impress after all these years with its complexity and sheer deliciousness. The '06 shows charred barrel fermentation notes of pungent, smoky wood, but there's a great heart of citrus, melon and pepper spice flavors that makes the wine rich and rewarding. It's made even better by zesty acidity and a bone-dry finish.",91,20,California,Russian River Valley,Fumé Blanc
"Here's a vibrantly fruity, fresh young wine. It's light in texture and silky, with crisp, lip-smacking flavors of cherries, raspberries, licorice, cola, clove and cinnamon. Delicious now.",90,28,California,Edna Valley,Pinot Noir
"Opening with an enormous blast of black pepper, this wine shows a unique approach to Syrah. It's fully dry, with finely-honed tannins, and the blackberry and cherry flavors are joined with intriguing notes of ground beef, tamari, carob and violets. The vineyard is in the hills between central Mendocino and Anderson Valley, an area that probably deserves its own AVA.",90,22,California,Mendocino,Syrah
"This is really a lovely Zin. It has the weight, tannic structure and complexity of a fine Napa Cabernet, but the flavors are all Zinfandel. They include black pepper, red and black cherries and raspberries, currants, sweet tobacco, gingerbread and smoky oak influences.",90,18,California,Mendocino-Amador,Zinfandel
"A classic Washington tasting-room Riesling—only better. Opulent and fruity, with apricots, star anise, mint, a very nice spicy streak that lifts it up, and adds a lot of complexity. Smooth and supple, it coats the palate, captures some floral highlights, even a bit of marshmallow.",92,11,Washington,Columbia Valley (WA),Riesling
"Showing a zesty mix of lime, citrus rind and rock in the mouth, it's dense and still a bit hard, but deep. A rich, textural, serious Viognier, there's plenty of fruit and depth for near-term drinking, but it gives the definite impression that it needs more bottle age to fully blossom.",92,16,Washington,Walla Walla Valley (WA),Viognier
"This is a big, ripe, rich and oaky Chardonnay, the kind that will seduce lots of people with sheer dazzle, although only 135 cases were produced so it's likely to be hard to find. Dry and crisp, it's concentrated in pineapple tart and peach marmalade flavors, accented with plenty of sweet, smoky oak, and brightened with crisp Monterey acidity.",92,28,California,Arroyo Seco,Chardonnay
"Has great weight and texture, with an unctuous, oily mouthfeel, and is crisp and dry. Almost like a great Chablis, with a tang of steel and minerals undergirding the limes, pineapples and wildflowers. The grapes are from the well-regarded Sierra Madre Vineyard.",92,24,California,Santa Barbara County,Chardonnay
"Thoroughly delicious. This captures a distinctive side of the grape that blends a sweet grassy herbaceousness with a lively mix of apple, lemongrass, citrus and orange peel, finished with the slightest suggestion of honey.",92,18,Washington,Snipes Mountain,Sauvignon Blanc
"A very fashionable Sauvignon Blanc. It takes the basic architecture of crisp acidity and dry, spicy citrus and fig fruit and boosts it to levels of true elegance and sophistication. Leaves a long, impressive finish that makes you want another sip.",92,27,California,Carneros,Sauvignon Blanc
"What a great Pinot Gris. Barrel-fermented, it shows a toasty, creamy smokiness to the citrus, nectarine, fig and vanilla flavors, with that Edna Valley acidity that's so clean and refreshing. Absolutely delicious, it's rich and substantial enough to stand in as an interesting alternative to Chardonnay.",90,24,California,Edna Valley,Pinot Gris
"Reminiscent of the 2000, this wine has a crisp, linear character that emphasizes minerals rather than the overt tropical fruits the vineyard shows in warmer vintages. It's a fine, dry, acidic Chardonnay whose oak-infused lemon and lime flavors will complement sourdough bread and cracked crab.",90,25,California,Alexander Valley,Chardonnay
"Smooth, satiny, seductive and deep, this exciting debut from a new winery shows first-class fruit sourcing and winemaking. The berry and cassis fruit flavors are ripe and polished, balanced with firm acids and hints of black olive and black tea in the tannins. Beautifully defined and balanced throughout, this is crafted for aging, but delicious already.",92,25,Washington,Columbia Valley (WA),Syrah
"Just beautiful, showing Alexander Valley Zin at its best. Dry and full-bodied, it's enormously flavorful in spicy wild berries, with a cherry liqueur smoothness. But it's not high in alcohol, and is thoroughly balanced and elegant.",92,19,California,Alexander Valley,Zinfandel
"This wine hits the ground running, with a surging nose of ripe raspberries, cassis, coffee, tobacco and chocolate. Those flavors fall right into line in the mouth, the fruit so bright and fresh you can almost see it. Flavors are focused and penetrating; little details keep emerging throughout a lengthy finish. It's hard to believe this is a $15 wine.",91,15,Washington,Columbia Valley (WA),Red Blend
"The Starmont designation is sort of a junior version of Merryvale's more expensive wines and is often a solid value. So it is with this Cab, whose grapes come from some prestigious vineyards. It's dry, rich and complex, with a classic Napa balance of firm, sweet tannins, acidity and cassis and cherry fruit. Beautiful now, and should hold well for six years.",91,27,California,Napa Valley,Cabernet Sauvignon
"Showing Talley's distinctive elegance and brilliant structure, this Chard is a blend of the Rincon and Rosemary's vineyards. The wine's architecture really makes it special, with acidity and dusty tannins providing the bare bones to the lemon, lime, pineapple and mango fruit. A great wine to have with food.",90,26,California,Arroyo Grande Valley,Chardonnay
"With no oak influence, this Sauvignon Blanc was cool-fermented, preserving fresh fruit, and it did not undergo malolactic fermentation, so that the acidity is brisk. It was aged on the lees. That is a great formula for keeping prices low while crafting a wine of creamy interest. With citrus, lemongrass, melon, fig and vanilla flavors, it's a stunning buy for this price.",90,14,California,Paso Robles,Sauvignon Blanc
"Creamy smooth and enlivened with brisk acidity, this Chard shows forward, tart green apple, lime and pineapple flavors. Oak barrels add even richer notes of buttered toast and butterscotch to this elegant sipper.",90,25,California,Carneros,Chardonnay
"Oriana blends Roussanne, Viognier and Riesling to good effect. This nicely evolved 2007 has a bouquet of lemon oil, citrus and hints of white blossom. The citrus flavors continue, buttressed by a strong mineral streak. It's drinking beautifully right now.",91,24,Washington,Columbia Valley (WA),White Blend
"You have to look closely at the back label to see that this is sourced from the outstanding Boushey Vineyard in Washington's Yakima Valley. But there is no doubt once you taste the rush of blueberry/blackberry fruit, swathed in smoky meat, bacon fat, dried tobacco and composted earth flavors. Incense aromas weave through, with firm acids holding the wine in focus.",91,24,Washington,Columbia Valley (WA),Syrah
"Full-bodied, it leans into stone fruits and light tropical. Tasted a few weeks before its official release, it remained a little sugary, with its relatively high alcohol (and lower acidity) adding to the impression of sweetness.",91,20,Washington,Columbia Valley (WA),Riesling
"A very interesting Chardonnay, and easily worth the price. It was fermented in 50% new French oak, which gives it a creamy, smoky richness, while the underlying fruit flavors are ripe and rewarding, suggesting pineapples, Asian pears, green apples and Meyer lemons. A beautiful, complex and balanced wine.",91,20,California,Russian River Valley,Chardonnay
"Shows tremendeous richness and impressive weight along the lines of a Chardonnay, although the flavors are lighter and more refined, suggesting tangerines and Meyer lemons. Brisk coastal acidity provides brilliantly bright balance. Very fine as a more food-friendly alternative to many Chardonnays.",91,28,California,Sta. Rita Hills,Pinot Blanc
"From Tablas Creek cuttings, this outstanding Roussanne is intentionally picked early enough to preserve acidity, minerality and to keep the alcohol at a sensible level. Fragrant with acacia, white peach and pear, this elegant wine skips lightly across the palate, but has a density of flavor that carries well into the lingering finish.",91,22,Washington,Red Mountain,Roussanne
"The oak is sweet and upfront but well-proportioned to the size of the fruit in this luscious Chardonnay, which comes from a cooler part of Napa Valley. There's Carneros-like acidity and very ripe, forward pear, peach, pineapple and date nut bread flavors.",91,23,California,Yountville,Chardonnay
"This was fermented completely in stainless, and finished totally dry. Made from 12-year-old vines, it punches up the aromatics, and focuses on grapefruit and other citrus flavors. Good length and plenty of acid make it a crisp, food-friendly wine, and though it is not labeled dry, it tastes like it.",90,19,Washington,Columbia Valley (WA),Gewürztraminer
"As ripe as the fruit is, and it's very ripe, with showy blackberry, cassis, plum and mocha flavors, this Syrah is dry and balanced, with the acidity and tannic structure that comes from the terroir of this cool Monterey appellation. It's a very interesting wine, with real class and style.",90,29,California,Arroyo Seco,Syrah
"A very interesting wine that clearly shows its cool-climate origins, with a great big burst of brisk acidity that gets the tastebuds whistling. Underneath are pure flavors of green apples and ripe kiwis. The oak is sizable, but perfect for this formula, adding delicious honey, butterscotch and vanilla flavors. This is the best J. Lynne Chard I've had.",90,19,California,Russian River Valley,Chardonnay
"One of the palest rosés of the year in color, this blush isn't shy in flavor. It offers a sunburst of lemon chiffon pie, strawberry, raspberry and chutney flavors, and finishes thoroughly dry and crisp. This is a really excellent wine.",90,16,California,Russian River Valley,Rosé
"This Rhône-style picnic red is a blend of 47% Syrah, 29% Grenache, 12% Cinsault and 12% Mourvèdre. Scented with the spicy authority of the Syrah, the other grapes add meat and muscle and spread the flavors broadly out across the palate. It's got a good mix of smoke, spicy fruit, meat and sage. The name means “at the moment” and the moment is still a ways away, so air this one out.",90,28,Washington,Wahluke Slope,Red Blend
"This is all Birch Creek vineyard fruit, barrel fermented and put through full malolactic. It's soft, fleshy and buttery, with good ripe light tropical fruit, lots of barrel flavor, and enough acid to support it all. Both Rulo Chardonnays are perfect expressions of their style—one oaked, one unoaked—each in fine balance and proportion.",91,20,Washington,Walla Walla Valley (WA),Chardonnay
"Well-integrated flavors of mixed fruits are augmented with a sneaky streak of caramel, and a slight buttery softness in the finish. Very appealing, with a good long finish.",91,14,Washington,Columbia Valley (WA),Riesling
"A very nice Chardonnay that's dry and crisp and elegant. Shows tart, leesy flavors of citrus fruits, apricots and pears, with a steely minerality that may come from those famous Livermore rocks. Great price for a Chardonnay of this quality.",90,15,California,Livermore Valley,Chardonnay
"A very nice red wine for drinking now with foods from all sorts of ethnicities and styles. Made from a bunch of varieties, including Cabernet, Grenache and Tempranillo, the wine is dry and tannic, with deep flavors of blackberries, black currants, anise and sweet, smoky sandalwood.",90,18,California,Sonoma-Napa,Red Blend
"Minerals, acidity and sweet green argula give a tangy tinge to the underlying citrus fruit in this dry, structured wine. Fans of big, fat Chards will find it austere, but those valuing elegance will call it Chablisian.",90,25,California,Mt. Harlan,Chardonnay
"With some Carneros fruit blended in, this Sonoma Coast Pinot is a very nice example of cool-climate Sonoma County Pinot Noir. It has good enough acidity to balance the rich, exotic cherry, raspberry, cola, pomegranate, tea and cinnamon clove flavors that are enriched with the vanilla and caramel of oak.",90,25,California,Sonoma Coast,Pinot Noir
"This is a very interesting rosé from just north of the Golden Gate. It smells as candy-jammy as a pack of LifeSavers, then turns acidically tart in the mouth, with bright, juicy flavors of fresh raspberries and cherries. Loads of fun on its own, or with bouillabaisse, baked ham, gravlax.",90,18,California,Marin County,Rosé
"Good, rich Zinfandel that brings a Napa elegance and sophistication to the variety's wild and woolly personality. The briary, brambly thing is all here, with wild berry, cocoa, nutmeg, cinnamon and pepper flavors, and the exuberance is distinctively Zinny, but the wine has the body and balance of a fine Merlot.",90,17,California,Napa Valley,Zinfandel
"This is a complete switch from the 2004, which had no Syrah; here it is 60% of the blend. Very few wines in this price range have this degree of energy, detail and precision. The mix of fruit, spice, herb, rock, acid, barrel and tannin is delightful.",90,22,Washington,Columbia Valley (WA),Red Blend
"This balanced Pinot is easy to like. Made in a lighter-bodied style, it's fragrant in red cherry, cola, tangerine and root beer. Finishes with a nice, food-friendly bite of acidity, and should hold well for several years.",90,28,California,Anderson Valley,Pinot Noir
"Fragrant, inviting, this lovely Pinot Gris bursts out with fresh cut pear flavors so crisp you want to bite it rather than sip it. Lovely perfumed highlights of clover and sweet blossom add interest. There is just enough phenolic bite to give the finish further definition.",90,16,Washington,Columbia Valley (WA),Pinot Gris
"Tight and vertical, this is veined with licorice, tobacco and vanilla, threading through the tart, wild mountain berry fruit. Smoke and black tea, with a whiff of barnyard, seep into the finish. Needs extra breathing time.",90,28,Washington,Snipes Mountain,Syrah
"Absolutely beautiful, one of the best unoaked Chardonnays on the market. Brims with bright, clean flavors of pineapples, limes and kiwis, along with vanilla and a touch of cinnamon spice. With its brisk scour of acidity, it's a super-drinkable wine.",90,16,California,Carneros,Chardonnay
"The winery calls this a “trocken” style. It's aromatic with a mouthwatering juiciness (though not too puckery) that invites a second (and third) glass. The alcohol is a moderate 12.5%, making this a perfect summer all-purpose, all-food sipping wine.",90,11,Washington,Columbia Valley (WA),Riesling
"Concannon has an historic stake in Livermore Valley Petite Sirah, hence the name Conservancy, and with this wine, they do themselves, and it, credit. Dry and full-bodied, it's a peppery, tannic wine with satisfying blackberry and leather flavors. Will gradually unfold over many years.",90,15,California,Livermore Valley,Petite Sirah
"Shows lots of dryness and austerity, with acidity, minerals and herbs accompanying the citrus and oak flavors. Not a flamboyant Chardonnay, but a controlled one that offers complexity. A good companion to fresh crab, with buttery garlic bread.",90,20,California,Napa Valley,Chardonnay
"The promise is there in this ripe, plush wine, with its rich tannins and good acidity. It's rewarding in herb-tinged blackberry jam, plum, violet, coffee and chocolate flavors, with a distinct white pepper edge. As good as it is, the next step is to build in extra layers of complexity.",90,25,California,Red Hills Lake County,Syrah
"This is a mirror image of the winery's Riesling, which provides 10% of the blend. Fragrant rose petal and toasted nut aromas mingle, creating a sensuous effect. It's quite dry, fresh and youthful, capturing the intensity of Washington fruit and the elegance of an Alsatian Gewürztraminer. This should make an excellent cellar wine, but there's no reason it can't be enjoyed immediately.",90,16,Washington,Columbia Valley (WA),Gewürztraminer
"As before, the new vintage of Chatter Creek Viognier treats you immediately to bracingly fresh scents of peach, apricot and ripe melon. Tart and leesy, immaculately clean, it starts with crisp, slightly bitter notes of lime and citrus, then fans out, adding a creamy texture to the mid-palate. This is a moderate 13.5% alcohol, rare in Washington Viognier.",90,24,Washington,Columbia Valley (WA),Viognier
"Young, tart and tannic, this blend will please those who like a tight, herbal, snappy, peppery, Washington take on Syrah. Tart and extremely young, yet satisfying and seductive, I believe this will age quite nicely for 6–8 years.",90,28,Washington,Columbia Valley (WA),Syrah
"Dry, oaky and tart in citrus and tropical fruits, this Chard teeters on the edge of everyday drinkability and white tablecloth sophistication. The layers of buttercream, crème brûlée and vanilla custard tilt the balance toward elegance.",90,18,California,Arroyo Grande Valley,Chardonnay
"This is quite consistent with the 2004 in terms of style, showing lots of vanilla-laced bourbon barrel, spice and buttered nuts in a tight, stylish frame. The alcohol is just over 14%; the wine is ripe, full, with a mix of citrus and green apple flavors, fresh, crisp and penetrating. It could age for another 5–6 years, as per a good village Burgundy.",90,25,Washington,Columbia Valley (WA),Chardonnay
"Firm and full of fresh pear and apple and white peach fruit flavors. A clever blend that includes Muscat, Viognier and Riesling. Crisp and full-bodied, with a very clean and refreshing mouthfeel that extends into a bright, satisfying finish.",90,9,Washington,Rattlesnake Hills,Pinot Gris
"Plump and spicy, mixing mint and apple, with flavors running into riper fruits—pear and peach. This fills the mouth with luscious fruit, suggestions of vanilla cream and butterscotch, with just enough acidity to bolster it on through into the finish. It's big and thick for Riesling, yet beautifully balanced and quite delicious.",90,18,Washington,Columbia Valley (WA),Riesling
"We need wines like this that are super-dry, ultra-crisp in acidity and sleakly lean. This one's the anti-Chardonnay. It's tightly wound in minerals and citrus fruits, a Sancerre-style wine born to drink with food. Crab salad in lettuce wraps or chicken satay skewers come to mind.",90,16,California,Napa Valley,Sauvignon Blanc
"A beautiful Pinot Gris that lifts this variety beyond workhorse into true elegance and style. Braced with brisk acidity and minerals, it features rich flavors of citrus and tropical fruits, wildflowers, honeysuckle flowers, vanilla and cinnamon spice.",90,28,California,Sta. Rita Hills,Pinot Gris
"A bit overt in oak, with vanilla and buttered toast aromas and flavors dominating. But you'll also find rich, flamboyant notes of pineapples, kiwi fruit and limes. Fancy and elegant, with broad restaurant appeal.",90,28,California,Sta. Rita Hills,Chardonnay
"Nice, smooth Zin, achieving a balance of ripeness and dryness. Shows the exuberance of Amador fruit, with blackberry, black cherry, licorice and mocha flavors that finish with a scour of briary tannins.",90,18,California,Amador County,Zinfandel
"Petite Sirah can handle high alcohol better than most California reds, and while this one is 15.7% and has a chili pepper heat, its inherent size makes it more or less balanced. The tannins are gigantic, and the fruit is enormous in blackberry jam, black currant, dark chocolate and coffee flavors. Heat actually works as a seasoning, rather than a defect, in such a wine.",90,25,California,Redwood Valley,Petite Sirah
"Shows the bright acidity of Carneros, which seems even brighter this cool vintage. That accentuates the lush flavors of puréed pineapples, guavas, nectarines, butterscotch and honey, leading to a long, spicy, rewarding finish. Easy to find, with more than 16,000 cases produced.",90,19,California,Carneros,Chardonnay
"Dry and crisp, this Chard, which was 100% barrel fermented, has complex flavors of flowers, minerals and citrus fruits, with a rich vein of toasty oak. It's quite elegant and a great food wine. Easy to find, with 19,000 cases produced.",90,18,California,Carneros,Chardonnay
"In this newest vintage of Oriana, the Riesling component has been bumped up to 18%; the rest is half Viognier, 31% Roussanne. The three grapes complement each other well; the Riesling adding aromatics, acidity and a barely perceptible amount of residual sugar. This opens with a vitamin pill aroma that slowly dissipates; the fruit flavors are a mix of pineapple and Satsuma orange, with lots of natural acidity.",90,24,Washington,Columbia Valley (WA),White Blend
"Made without oak, this wine stars its natural flavors without barrel interference. And what a nice wine it is, with racy acidity and a stony minerality undergirding ripe flavors of lime, pink grapefruit, kiwi, white peach, apricot, chamomile tea and wildflowers. Finishes clean, spicy and wonderfully dry.",90,25,California,Santa Ynez Valley,Viognier
"Stainless steel fermented, this pure varietal is bursting with a tasty fruit bowl mix of apple, pineapple, and Meyer lemon. A hint of mint sneaks in, and the acidity brings bracing minerality to the finish.",90,13,Washington,Columbia Valley (WA),Chardonnay
"Dark, tannic and full-bodied, this five grape Bordeaux blend from a classic Washington vintage is 100% Alder Ridge fruit. This is a fine effort, cellar-ready and substantial. Black fruits, fresh herbs, a hint of tomato leaf, a streak of caramel, all come together but need lots of breathing time (or cellaring) to show their best.",90,15,Washington,Horse Heaven Hills,Cabernet Sauvignon
"This juicy blend of Gewürztraminer and Riesling sports a lush mix of melon, citrus, orange peel and grapefruit, with spicy highlights.",90,17,Washington,Columbia Valley (WA),White Blend
"The Boomtown brand from Dusted Valley is quickly becoming one of Walla Walla's best value lineups. This smooth and satiny Cabernet was aged in 50% new oak—mostly French—and has the chocolaty mouthfeel to prove it. Round, ripe, tasty red fruits are set against the barrel flavors and a streak of licorice. A lot of wine for the price.",90,15,Washington,Columbia Valley (WA),Cabernet Sauvignon
"Very rich and voluptuous, with a mouthfeel of pure satin and velvet. Rich and extracted, too, offering a wealth of blackberries, currants, chocolate and pepper. A very tasty wine for drinking soon.",90,24,California,Santa Barbara County,Syrah
"Nice and balanced, an elegant Zin with classic flavors of wild cherries, cola, herbs and spices, with a delicate mouthfeel that finishes totally dry. A scour of dusty tannins gives it fine structure. Really notable for its silky purity.",90,20,California,Dry Creek Valley,Zinfandel
"Shows the tangy minerality this cool appellation is known for. The pear, green apple, lime and kiwi fruit has a cold metal, almost chalky edge that lends this wine a Chablisian complexity. Bone dry and elegant, it should develop over the next five years.",90,27,California,Green Valley,Chardonnay
"Swanson deftly avoided green, unripe flavors in this cool vintage, although this wine flirts with them, offering a spearmint edge to the pineapple, peach, fig and honeysuckle flavors. It's really a delicious wine, dry and clean in acidity, with a long, racy finish.",90,21,California,Napa Valley,Pinot Grigio
"This has long been one of the best Sauvignon Blanc-Viognier blends in California, and the '06 continues that tradition. Coming from a cool vintage, it's very dry and racy, with a scour of acidity and stony, minerally flavors, with touches of citrus blossom and wildflower. No, it's not a fruit bomb, but it's a sleek, elegant wine, in the European tradition.",90,26,California,Alexander Valley,Bordeaux-style White Blend
"This is not an ageable Cab, but it is balanced and complex, and has more than $20 worth of elegance. Dry and softly tannic, the Provençal herb, black cherry and oak flavors make you reach for a second glass.",90,20,California,Alexander Valley,Cabernet Sauvignon
"The winery does well with this wine, which once again seems to carry all the right stuff, a pleasing mix of lime and grapefruit, Meyer lemon and meringue, nuanced with ginger spice. Full and long-lasting, it is one of the richest Viogniers in the state.",90,20,Washington,Yakima Valley,Viognier
"Inviting, fresh, racy scents mix pineapple, citrus and light tropical fruits. There is an interesting mouthfeel not unlike Sémillon, though none is indicated in the blend. The wine has substantial length and unusual highlights of spice, clove and mint, along with plenty of rich, ripe fruit to hold down the center palate. Not shy at 14.8% alcohol, this is a fine effort from consulting winemaker Charlie Hoppes.",90,18,Washington,Columbia Valley (WA),Chardonnay
"Pure varietal, this estate-grown Malbec from Snipes Mountain (central Yakima Valley) is deep and fascinating, with luscious plum and berry flavors accented with floral highlights. It moves gracefully across the palate, showing subtle streaks of earth, iron and a tiny whiff of the barnyard.",90,28,Washington,Snipes Mountain,Malbec
"It's pretty chilly at Roche's Carneros vineyard, and this wine is not one of those superripe Syrahs. It shows a nice array of cherries and berries, but is also very peppery, with a fine note of grilled, charred beef on the bone. It's a complex, pleasing wine for drinking now with upscale fare.",90,26,California,Carneros,Syrah
"Good price for an upscale Chardonnay this rich and interesting. It's oaky, with vanilla and buttered toast flavors, but the underlying pineapple and Meyer lemon fruit easily supports the wood, while brisk, refreshing acidity provides balance.",90,22,California,Arroyo Seco,Chardonnay
"A flamboyant Chardonnay. Shows flashy scents of vanilla and buttered toast from oak, riding high over pineapple, pear, golden mango and nectarine fruit. Crisp acidity provides needed balance to the richness. Good price for the quality.",90,24,California,Santa Maria Valley,Chardonnay
"This very limited (600 cases) companion to the winery's Ethos Chardonnay marks a turnaround for Ste. Michelle's red wine program, as Bob Bertheau came on board just before the 2003 crush. The style is seductive, sharp and spicy; the tart fruits tumble out in a pile of mixed berry and cherry. Chocolate and baking spices add more flavors; the wine is seamless, smooth and long; the oak beautifully integrated.",94,29,Washington,Columbia Valley (WA),Syrah
"A superb follow-up to the winery's 2003 Milbrandt, it's the same 40/60 blend from Clifton and Sundance, both located in Washington's new Wahluke Slope AVA. A penetrating nose of cherries, violets, blueberries and black olives leads into a wine that masks its power with finesse. Licorice, tar and smoke wrap around the bright raspberry fruit core, with just a whiff of white pepper. Great winemaking, and a price point more wineries should emulate.",93,22,Washington,Columbia Valley (WA),Syrah
"A full-on Bordeaux blend, with 61% Cab Sauvignon, 19% Merlot, 11% Cab Franc and 9% Petit Verdot. Tight and slatey, it's got firm, hard—but certainly ripe—tannins wrapped around concentrated cassis and mulberry fruit. It's very well made but can use some softening up; a few more years will add to its complexity and develop its bouquet.",93,28,Washington,Columbia Valley (WA),Bordeaux-style Red Blend
"Chardonnay rarely rises above the mundane, but when it does, you wonder why doesn't everyone make it like this? Big and voluptuous, this gorgeous bottling retains enough acid and balance to deliver the big-time goods with finesse. Silky, ripe, lush yet sculpted, it plays out deliciously through an extremely long and richly fruity palate.",93,28,Washington,Columbia Valley (WA),Chardonnay
"Youthful, plummy, bright, clear and very toasty. The new oak jumps out at you, but then the fruit stands up to it. It's hard and tannic, taut, compact, serious Cabernet, with plenty of stuffing for cellaring, and just a hint of leather and leaf.",92,22,Washington,Yakima Valley,Red Blend
"A concentrated, young, satiny wine that mixes in 8% percent Grenache. Inky purple, it already is beginning to hint at developing layers of meat, smoke, tar and licorice, although the primary fruit flavors, sappy and concentrated, dominate. It's very young; give it plenty of air time.",92,28,Washington,Columbia Valley (WA),Syrah
"This is quite a delicious wine. It's not supersweet, and has long, deep flavors of ripe apricots, white chocolate and vanilla, with a crème brûlée richness that seems equal parts fruit and smoky oak. The acidity is keen, providing balancing relief to the sweetness. Fabulous with a butter cookie or shortbread and vanilla ice cream.",92,15,California,Shenandoah Valley (CA),Muscat
"I love this Chard for its bright, brisk acidity that fires up the palate, only to reward it with ripe, delicious flavors of Key lime pie, kiwi and pineapple. Oak adds notes of buttered toast and vanilla. The result is rich, refined and complex, a Chardonnay to linger over. Easy to find, with 17,000 cases produced.",91,20,California,Carneros,Chardonnay
"The combination of brisk acidity and perfectly ripened kiwi, tangerine and papaya fruit makes for one beautiful Chardonnay. Oak adds smoky, vanilla and buttered toast notes. The result is a captivating wine, rich and elegantly tailored.",91,26,California,Arroyo Grande Valley,Chardonnay
"It's been cofermented with Viognier—instantly apparent in the spicy, citrus aromas that permeate the nose. An invigorating, lifted scent combines lemon and lime and orange peel with raspberry syrup and mocha, and that's before you even taste it. It continues in an elegant style, with lovely, interesting flavors that blend together seamlessly and never overpower the palate. Notes of pine, wild herb and smoked meat add interest through the finish.",91,25,Washington,Walla Walla Valley (WA),Syrah
"The fleshy, fruity nose suggests very ripe, mixed berry and cherry fruits, and there is a liberal amount of oak. A good, open, broadly fruity mouthfeel knits the wine together nicely. In fact, its flavors seem woven throughout, mixing the fruit with notes of oak, bacon, smoke and ham. Surprisingly long.",91,13,Washington,Columbia Valley (WA),Merlot
"Tears of Dew has established itself as one of the leading white dessert wines in California, and the '05 is nobly in that tradition, although it's not quite up to the astonishing opulence of '04. Very sweet and well acidified, it has delicious apricot liqueur, orange marmalade and vanilla cream flavors and a long, complex finish. Just gorgeous.",93,22,California,Paso Robles,Moscato
"Poet's Leap was the first wine to be released under the Long Shadows portfolio, and this 2005 is clearly its best yet. Old-vine Riesling from Dionysus and Weinbau form the core of the wine, which is immaculate, rich and generous. The fruits sound like a county fair in summer—melon, stone fruits, citrus, honey—and the mix of residual sugar (about 1.6%) and racy acids is thrillingly on target.",93,20,Washington,Columbia Valley (WA),Riesling
"Roughly half Cab, half Merlot with a splash of Cab Franc, this excellent Bordeaux blend comes on with well-ripened fruit, pretty cherry flavors accented with barrel notes of kahlùa, espresso and smoke. Concentrated and smooth throughout, it is the star of this new winery's first lineup of wines.",91,25,Washington,Columbia Valley (WA),Bordeaux-style Red Blend
"The first Merlot in the winery's 15-year history is restrained, aromatic and lightly leafy, showing hints of tobacco under the pretty, soft, plum and berry fruit. Just the right amount of smooth, chocolaty tannins follow through; the wine is ripe, yet not too ripe. A pleasing spiciness comes out as it breathes.",91,25,Washington,Columbia Valley (WA),Merlot
"Another beautiful wine from Gainey, a great producer whose Sauvignon Blanc comes from one of the best terroirs for that variety in California. The aroma is so invitingly rich in lemongrass, pineapple zest, Key lime pie and coconut macaroon that you almost fear it won't follow up in the mouth, but it does. Bone dry, rich, zesty and clean, it seems to have benefited from the coolness of the vintage, in the way the beautifully ripe fruit is accented by crisp, flinty acidity. This is gorgeous, world-class Sauvignon Blanc.",93,20,California,Santa Ynez Valley,Sauvignon Blanc
". If you're familiar with the lush, complex Chards from Robert Young, this will ring a bell. It's layered in ripe mango, guava, nectarine, peach and smoky, caramelized oak flavors, with an exotic taste of butter-sautéed bananas. All that flavor is nicely balanced by rich, lemony acidity.",92,23,California,Alexander Valley,Chardonnay
"From a 1,700-foot vineyard high above the valley comes this compellingly delicious Zinfandel. A word of caution: The alcohol is 16.6%. But the wine isn't at all hot, and high alcohol is the price you pay for the lush, ripe fruitiness achieved in this scorching vintage. Brims with cherries, blackberries, raspberries, chocolate and spice, finishing long and dry.",92,26,California,Dry Creek Valley,Zinfandel
"This is Sauvignon Blanc with a 14% blast of Viognier; the combination is vivid and bracing, like a dash through a cold mountain spring. All stainless, no malolactic. It's cool as ice, clear and leesy, and the tart fruit is edged with citrus rind flavors, a nice mix of orange, lemon and lime.",91,15,Washington,Columbia Valley (WA),Sauvignon Blanc
"Great mouth presence, built upon stylish, racy fruit. It's tangy and spicy and handles the 100% new French oak with ease. Sappy and loaded with bright, tart red fruit flavors, this is a really pleasurable wine. Unfortunately, just 25 cases were made.",91,23,Washington,Yakima Valley,Syrah
"The vineyard is an old one with a proud name, and the winemaker does it justice in crafting this dry, balanced wine. It's Zin all the way, with wild berry, cocoa and spice flavors and rich tannins that contribute to the lush, soft mouthfeel. Earns extra points for the sheer exuberance of its varietal personality.",91,25,California,Paso Robles,Zinfandel
"Very smooth, bright and juicy, it's got a nice mix of berries and chocolate, cassis and coffee. This has a zippy, tart edge to it, almost racy, but there are plenty of substantial tannins holding up the finish. Big, stylish and strong.",91,24,Washington,Columbia Valley (WA),Syrah
"This 75-25 blend shows interesting bacon fat aromas and a lot of sweet cinnamon spice. The blend really works, as the Viognier adds lift and precision to the Chardonnay, which softens and smoothes out the Viognier's rough edges.",90,16,Washington,Columbia Valley (WA),Chardonnay-Viognier
